Região,Tipo Crime,Ano,Mês,Ocorrências
Brasil,Furto de veículo,2015-01-01,abril,22030
Brasil,Furto de veículo,2015-01-01,agosto,22237
Brasil,Furto de veículo,2015-01-01,dezembro,22530
Brasil,Furto de veículo,2015-01-01,fevereiro,21381
Brasil,Furto de veículo,2015-01-01,janeiro,23123
Brasil,Furto de veículo,2015-01-01,julho,21839
Brasil,Furto de veículo,2015-01-01,junho,21180
Brasil,Furto de veículo,2015-01-01,maio,22202
Brasil,Furto de veículo,2015-01-01,março,23691
Brasil,Furto de veículo,2015-01-01,novembro,24107
Brasil,Furto de veículo,2015-01-01,outubro,22841
Brasil,Furto de veículo,2015-01-01,setembro,21789
Brasil,Furto de veículo,2016-01-01,abril,23098
Brasil,Furto de veículo,2016-01-01,agosto,23632
Brasil,Furto de veículo,2016-01-01,dezembro,21549
Brasil,Furto de veículo,2016-01-01,fevereiro,22494
Brasil,Furto de veículo,2016-01-01,janeiro,23416
Brasil,Furto de veículo,2016-01-01,julho,23498
Brasil,Furto de veículo,2016-01-01,junho,23638
Brasil,Furto de veículo,2016-01-01,maio,23768
Brasil,Furto de veículo,2016-01-01,março,24170
Brasil,Furto de veículo,2016-01-01,novembro,22821
Brasil,Furto de veículo,2016-01-01,outubro,23734
Brasil,Furto de veículo,2016-01-01,setembro,23105
Brasil,Furto de veículo,2017-01-01,abril,21911
Brasil,Furto de veículo,2017-01-01,agosto,22049
Brasil,Furto de veículo,2017-01-01,dezembro,20183
Brasil,Furto de veículo,2017-01-01,fevereiro,20835
Brasil,Furto de veículo,2017-01-01,janeiro,22550
Brasil,Furto de veículo,2017-01-01,julho,21678
Brasil,Furto de veículo,2017-01-01,junho,21628
Brasil,Furto de veículo,2017-01-01,maio,23285
Brasil,Furto de veículo,2017-01-01,março,24157
Brasil,Furto de veículo,2017-01-01,novembro,21751
Brasil,Furto de veículo,2017-01-01,outubro,22135
Brasil,Furto de veículo,2017-01-01,setembro,21060
Brasil,Furto de veículo,2018-01-01,abril,20618
Brasil,Furto de veículo,2018-01-01,agosto,20164
Brasil,Furto de veículo,2018-01-01,dezembro,17897
Brasil,Furto de veículo,2018-01-01,fevereiro,19667
Brasil,Furto de veículo,2018-01-01,janeiro,21079
Brasil,Furto de veículo,2018-01-01,julho,20060
Brasil,Furto de veículo,2018-01-01,junho,20138
Brasil,Furto de veículo,2018-01-01,maio,19747
Brasil,Furto de veículo,2018-01-01,março,21561
Brasil,Furto de veículo,2018-01-01,novembro,19965
Brasil,Furto de veículo,2018-01-01,outubro,21015
Brasil,Furto de veículo,2018-01-01,setembro,19589
Brasil,Furto de veículo,2019-01-01,abril,18921
Brasil,Furto de veículo,2019-01-01,agosto,12549
Brasil,Furto de veículo,2019-01-01,dezembro,17969
Brasil,Furto de veículo,2019-01-01,fevereiro,17990
Brasil,Furto de veículo,2019-01-01,janeiro,18724
Brasil,Furto de veículo,2019-01-01,julho,19753
Brasil,Furto de veículo,2019-01-01,junho,18466
Brasil,Furto de veículo,2019-01-01,maio,19707
Brasil,Furto de veículo,2019-01-01,março,19158
Brasil,Furto de veículo,2019-01-01,novembro,18830
Brasil,Furto de veículo,2019-01-01,outubro,19185
Brasil,Furto de veículo,2019-01-01,setembro,18129
Brasil,Furto de veículo,2020-01-01,abril,12144
Brasil,Furto de veículo,2020-01-01,agosto,13041
Brasil,Furto de veículo,2020-01-01,dezembro,14326
Brasil,Furto de veículo,2020-01-01,fevereiro,18154
Brasil,Furto de veículo,2020-01-01,janeiro,19373
Brasil,Furto de veículo,2020-01-01,julho,13670
Brasil,Furto de veículo,2020-01-01,junho,12658
Brasil,Furto de veículo,2020-01-01,maio,12465
Brasil,Furto de veículo,2020-01-01,março,16032
Brasil,Furto de veículo,2020-01-01,novembro,14776
Brasil,Furto de veículo,2020-01-01,outubro,14191
Brasil,Furto de veículo,2020-01-01,setembro,13188
Brasil,Furto de veículo,2021-01-01,abril,13998
Brasil,Furto de veículo,2021-01-01,agosto,16299
Brasil,Furto de veículo,2021-01-01,dezembro,16550
Brasil,Furto de veículo,2021-01-01,fevereiro,14295
Brasil,Furto de veículo,2021-01-01,janeiro,14894
Brasil,Furto de veículo,2021-01-01,julho,15922
Brasil,Furto de veículo,2021-01-01,junho,14996
Brasil,Furto de veículo,2021-01-01,maio,15257
Brasil,Furto de veículo,2021-01-01,março,14643
Brasil,Furto de veículo,2021-01-01,novembro,16918
Brasil,Furto de veículo,2021-01-01,outubro,16568
Brasil,Furto de veículo,2021-01-01,setembro,15955
Brasil,Furto de veículo,2022-01-01,abril,17203
Brasil,Furto de veículo,2022-01-01,agosto,18273
Brasil,Furto de veículo,2022-01-01,dezembro,19102
Brasil,Furto de veículo,2022-01-01,fevereiro,16232
Brasil,Furto de veículo,2022-01-01,janeiro,16311
Brasil,Furto de veículo,2022-01-01,julho,17643
Brasil,Furto de veículo,2022-01-01,junho,18144
Brasil,Furto de veículo,2022-01-01,maio,18360
Brasil,Furto de veículo,2022-01-01,março,19468
Brasil,Furto de veículo,2022-01-01,novembro,19946
Brasil,Furto de veículo,2022-01-01,outubro,19601
Brasil,Furto de veículo,2022-01-01,setembro,19265
Brasil,Roubo a instituição financeira,2015-01-01,abril,112
Brasil,Roubo a instituição financeira,2015-01-01,agosto,95
Brasil,Roubo a instituição financeira,2015-01-01,dezembro,95
Brasil,Roubo a instituição financeira,2015-01-01,fevereiro,115
Brasil,Roubo a instituição financeira,2015-01-01,janeiro,111
Brasil,Roubo a instituição financeira,2015-01-01,julho,103
Brasil,Roubo a instituição financeira,2015-01-01,junho,100
Brasil,Roubo a instituição financeira,2015-01-01,maio,82
Brasil,Roubo a instituição financeira,2015-01-01,março,112
Brasil,Roubo a instituição financeira,2015-01-01,novembro,122
Brasil,Roubo a instituição financeira,2015-01-01,outubro,111
Brasil,Roubo a instituição financeira,2015-01-01,setembro,113
Brasil,Roubo a instituição financeira,2016-01-01,abril,90
Brasil,Roubo a instituição financeira,2016-01-01,agosto,92
Brasil,Roubo a instituição financeira,2016-01-01,dezembro,88
Brasil,Roubo a instituição financeira,2016-01-01,fevereiro,99
Brasil,Roubo a instituição financeira,2016-01-01,janeiro,105
Brasil,Roubo a instituição financeira,2016-01-01,julho,82
Brasil,Roubo a instituição financeira,2016-01-01,junho,68
Brasil,Roubo a instituição financeira,2016-01-01,maio,93
Brasil,Roubo a instituição financeira,2016-01-01,março,111
Brasil,Roubo a instituição financeira,2016-01-01,novembro,91
Brasil,Roubo a instituição financeira,2016-01-01,outubro,83
Brasil,Roubo a instituição financeira,2016-01-01,setembro,79
Brasil,Roubo a instituição financeira,2017-01-01,abril,60
Brasil,Roubo a instituição financeira,2017-01-01,agosto,51
Brasil,Roubo a instituição financeira,2017-01-01,dezembro,81
Brasil,Roubo a instituição financeira,2017-01-01,fevereiro,82
Brasil,Roubo a instituição financeira,2017-01-01,janeiro,65
Brasil,Roubo a instituição financeira,2017-01-01,julho,60
Brasil,Roubo a instituição financeira,2017-01-01,junho,78
Brasil,Roubo a instituição financeira,2017-01-01,maio,83
Brasil,Roubo a instituição financeira,2017-01-01,março,82
Brasil,Roubo a instituição financeira,2017-01-01,novembro,67
Brasil,Roubo a instituição financeira,2017-01-01,outubro,75
Brasil,Roubo a instituição financeira,2017-01-01,setembro,59
Brasil,Roubo a instituição financeira,2018-01-01,abril,49
Brasil,Roubo a instituição financeira,2018-01-01,agosto,50
Brasil,Roubo a instituição financeira,2018-01-01,dezembro,59
Brasil,Roubo a instituição financeira,2018-01-01,fevereiro,48
Brasil,Roubo a instituição financeira,2018-01-01,janeiro,85
Brasil,Roubo a instituição financeira,2018-01-01,julho,52
Brasil,Roubo a instituição financeira,2018-01-01,junho,63
Brasil,Roubo a instituição financeira,2018-01-01,maio,67
Brasil,Roubo a instituição financeira,2018-01-01,março,81
Brasil,Roubo a instituição financeira,2018-01-01,novembro,58
Brasil,Roubo a instituição financeira,2018-01-01,outubro,57
Brasil,Roubo a instituição financeira,2018-01-01,setembro,50
Brasil,Roubo a instituição financeira,2019-01-01,abril,32
Brasil,Roubo a instituição financeira,2019-01-01,agosto,21
Brasil,Roubo a instituição financeira,2019-01-01,dezembro,39
Brasil,Roubo a instituição financeira,2019-01-01,fevereiro,44
Brasil,Roubo a instituição financeira,2019-01-01,janeiro,36
Brasil,Roubo a instituição financeira,2019-01-01,julho,49
Brasil,Roubo a instituição financeira,2019-01-01,junho,32
Brasil,Roubo a instituição financeira,2019-01-01,maio,39
Brasil,Roubo a instituição financeira,2019-01-01,março,58
Brasil,Roubo a instituição financeira,2019-01-01,novembro,18
Brasil,Roubo a instituição financeira,2019-01-01,outubro,34
Brasil,Roubo a instituição financeira,2019-01-01,setembro,24
Brasil,Roubo a instituição financeira,2020-01-01,abril,32
Brasil,Roubo a instituição financeira,2020-01-01,agosto,27
Brasil,Roubo a instituição financeira,2020-01-01,dezembro,24
Brasil,Roubo a instituição financeira,2020-01-01,fevereiro,49
Brasil,Roubo a instituição financeira,2020-01-01,janeiro,24
Brasil,Roubo a instituição financeira,2020-01-01,julho,17
Brasil,Roubo a instituição financeira,2020-01-01,junho,22
Brasil,Roubo a instituição financeira,2020-01-01,maio,38
Brasil,Roubo a instituição financeira,2020-01-01,março,33
Brasil,Roubo a instituição financeira,2020-01-01,novembro,19
Brasil,Roubo a instituição financeira,2020-01-01,outubro,17
Brasil,Roubo a instituição financeira,2020-01-01,setembro,25
Brasil,Roubo a instituição financeira,2021-01-01,abril,36
Brasil,Roubo a instituição financeira,2021-01-01,agosto,33
Brasil,Roubo a instituição financeira,2021-01-01,dezembro,26
Brasil,Roubo a instituição financeira,2021-01-01,fevereiro,36
Brasil,Roubo a instituição financeira,2021-01-01,janeiro,38
Brasil,Roubo a instituição financeira,2021-01-01,julho,26
Brasil,Roubo a instituição financeira,2021-01-01,junho,40
Brasil,Roubo a instituição financeira,2021-01-01,maio,36
Brasil,Roubo a instituição financeira,2021-01-01,março,33
Brasil,Roubo a instituição financeira,2021-01-01,novembro,25
Brasil,Roubo a instituição financeira,2021-01-01,outubro,33
Brasil,Roubo a instituição financeira,2021-01-01,setembro,24
Brasil,Roubo a instituição financeira,2022-01-01,abril,17
Brasil,Roubo a instituição financeira,2022-01-01,agosto,21
Brasil,Roubo a instituição financeira,2022-01-01,dezembro,18
Brasil,Roubo a instituição financeira,2022-01-01,fevereiro,24
Brasil,Roubo a instituição financeira,2022-01-01,janeiro,18
Brasil,Roubo a instituição financeira,2022-01-01,julho,18
Brasil,Roubo a instituição financeira,2022-01-01,junho,28
Brasil,Roubo a instituição financeira,2022-01-01,maio,26
Brasil,Roubo a instituição financeira,2022-01-01,março,20
Brasil,Roubo a instituição financeira,2022-01-01,novembro,21
Brasil,Roubo a instituição financeira,2022-01-01,outubro,16
Brasil,Roubo a instituição financeira,2022-01-01,setembro,18
Brasil,Roubo de carga,2015-01-01,abril,1503
Brasil,Roubo de carga,2015-01-01,agosto,1362
Brasil,Roubo de carga,2015-01-01,dezembro,2018
Brasil,Roubo de carga,2015-01-01,fevereiro,1445
Brasil,Roubo de carga,2015-01-01,janeiro,1779
Brasil,Roubo de carga,2015-01-01,julho,1449
Brasil,Roubo de carga,2015-01-01,junho,1437
Brasil,Roubo de carga,2015-01-01,maio,1579
Brasil,Roubo de carga,2015-01-01,março,1741
Brasil,Roubo de carga,2015-01-01,novembro,1793
Brasil,Roubo de carga,2015-01-01,outubro,1702
Brasil,Roubo de carga,2015-01-01,setembro,1517
Brasil,Roubo de carga,2016-01-01,abril,1828
Brasil,Roubo de carga,2016-01-01,agosto,2062
Brasil,Roubo de carga,2016-01-01,dezembro,2859
Brasil,Roubo de carga,2016-01-01,fevereiro,1570
Brasil,Roubo de carga,2016-01-01,janeiro,1719
Brasil,Roubo de carga,2016-01-01,julho,1903
Brasil,Roubo de carga,2016-01-01,junho,1903
Brasil,Roubo de carga,2016-01-01,maio,1772
Brasil,Roubo de carga,2016-01-01,março,1777
Brasil,Roubo de carga,2016-01-01,novembro,2474
Brasil,Roubo de carga,2016-01-01,outubro,2168
Brasil,Roubo de carga,2016-01-01,setembro,2151
Brasil,Roubo de carga,2017-01-01,abril,2172
Brasil,Roubo de carga,2017-01-01,agosto,2247
Brasil,Roubo de carga,2017-01-01,dezembro,2361
Brasil,Roubo de carga,2017-01-01,fevereiro,1729
Brasil,Roubo de carga,2017-01-01,janeiro,1944
Brasil,Roubo de carga,2017-01-01,julho,2114
Brasil,Roubo de carga,2017-01-01,junho,2308
Brasil,Roubo de carga,2017-01-01,maio,2580
Brasil,Roubo de carga,2017-01-01,março,2286
Brasil,Roubo de carga,2017-01-01,novembro,2127
Brasil,Roubo de carga,2017-01-01,outubro,2113
Brasil,Roubo de carga,2017-01-01,setembro,1773
Brasil,Roubo de carga,2018-01-01,abril,1992
Brasil,Roubo de carga,2018-01-01,agosto,1754
Brasil,Roubo de carga,2018-01-01,dezembro,1748
Brasil,Roubo de carga,2018-01-01,fevereiro,1788
Brasil,Roubo de carga,2018-01-01,janeiro,2095
Brasil,Roubo de carga,2018-01-01,julho,1759
Brasil,Roubo de carga,2018-01-01,junho,1900
Brasil,Roubo de carga,2018-01-01,maio,1710
Brasil,Roubo de carga,2018-01-01,março,2067
Brasil,Roubo de carga,2018-01-01,novembro,1679
Brasil,Roubo de carga,2018-01-01,outubro,1629
Brasil,Roubo de carga,2018-01-01,setembro,1515
Brasil,Roubo de carga,2019-01-01,abril,1521
Brasil,Roubo de carga,2019-01-01,agosto,1415
Brasil,Roubo de carga,2019-01-01,dezembro,1587
Brasil,Roubo de carga,2019-01-01,fevereiro,1468
Brasil,Roubo de carga,2019-01-01,janeiro,1589
Brasil,Roubo de carga,2019-01-01,julho,1551
Brasil,Roubo de carga,2019-01-01,junho,1383
Brasil,Roubo de carga,2019-01-01,maio,1566
Brasil,Roubo de carga,2019-01-01,março,1451
Brasil,Roubo de carga,2019-01-01,novembro,1409
Brasil,Roubo de carga,2019-01-01,outubro,1522
Brasil,Roubo de carga,2019-01-01,setembro,1157
Brasil,Roubo de carga,2020-01-01,abril,975
Brasil,Roubo de carga,2020-01-01,agosto,1005
Brasil,Roubo de carga,2020-01-01,dezembro,1339
Brasil,Roubo de carga,2020-01-01,fevereiro,1131
Brasil,Roubo de carga,2020-01-01,janeiro,1426
Brasil,Roubo de carga,2020-01-01,julho,1183
Brasil,Roubo de carga,2020-01-01,junho,997
Brasil,Roubo de carga,2020-01-01,maio,1088
Brasil,Roubo de carga,2020-01-01,março,1161
Brasil,Roubo de carga,2020-01-01,novembro,1024
Brasil,Roubo de carga,2020-01-01,outubro,999
Brasil,Roubo de carga,2020-01-01,setembro,911
Brasil,Roubo de carga,2021-01-01,abril,1135
Brasil,Roubo de carga,2021-01-01,agosto,1002
Brasil,Roubo de carga,2021-01-01,dezembro,1315
Brasil,Roubo de carga,2021-01-01,fevereiro,1075
Brasil,Roubo de carga,2021-01-01,janeiro,1089
Brasil,Roubo de carga,2021-01-01,julho,1074
Brasil,Roubo de carga,2021-01-01,junho,1096
Brasil,Roubo de carga,2021-01-01,maio,1123
Brasil,Roubo de carga,2021-01-01,março,1192
Brasil,Roubo de carga,2021-01-01,novembro,1255
Brasil,Roubo de carga,2021-01-01,outubro,1084
Brasil,Roubo de carga,2021-01-01,setembro,1054
Brasil,Roubo de carga,2022-01-01,abril,1007
Brasil,Roubo de carga,2022-01-01,agosto,1042
Brasil,Roubo de carga,2022-01-01,dezembro,1291
Brasil,Roubo de carga,2022-01-01,fevereiro,1105
Brasil,Roubo de carga,2022-01-01,janeiro,1145
Brasil,Roubo de carga,2022-01-01,julho,1018
Brasil,Roubo de carga,2022-01-01,junho,973
Brasil,Roubo de carga,2022-01-01,maio,1064
Brasil,Roubo de carga,2022-01-01,março,1118
Brasil,Roubo de carga,2022-01-01,novembro,1223
Brasil,Roubo de carga,2022-01-01,outubro,1084
Brasil,Roubo de carga,2022-01-01,setembro,1019
Brasil,Roubo de veículo,2015-01-01,abril,19776
Brasil,Roubo de veículo,2015-01-01,agosto,18669
Brasil,Roubo de veículo,2015-01-01,dezembro,22351
Brasil,Roubo de veículo,2015-01-01,fevereiro,18359
Brasil,Roubo de veículo,2015-01-01,janeiro,20992
Brasil,Roubo de veículo,2015-01-01,julho,18530
Brasil,Roubo de veículo,2015-01-01,junho,17017
Brasil,Roubo de veículo,2015-01-01,maio,19237
Brasil,Roubo de veículo,2015-01-01,março,20597
Brasil,Roubo de veículo,2015-01-01,novembro,21053
Brasil,Roubo de veículo,2015-01-01,outubro,21017
Brasil,Roubo de veículo,2015-01-01,setembro,19670
Brasil,Roubo de veículo,2016-01-01,abril,22369
Brasil,Roubo de veículo,2016-01-01,agosto,21815
Brasil,Roubo de veículo,2016-01-01,dezembro,24325
Brasil,Roubo de veículo,2016-01-01,fevereiro,20975
Brasil,Roubo de veículo,2016-01-01,janeiro,22224
Brasil,Roubo de veículo,2016-01-01,julho,22114
Brasil,Roubo de veículo,2016-01-01,junho,21806
Brasil,Roubo de veículo,2016-01-01,maio,22439
Brasil,Roubo de veículo,2016-01-01,março,22603
Brasil,Roubo de veículo,2016-01-01,novembro,23823
Brasil,Roubo de veículo,2016-01-01,outubro,24639
Brasil,Roubo de veículo,2016-01-01,setembro,22598
Brasil,Roubo de veículo,2017-01-01,abril,23650
Brasil,Roubo de veículo,2017-01-01,agosto,22916
Brasil,Roubo de veículo,2017-01-01,dezembro,21852
Brasil,Roubo de veículo,2017-01-01,fevereiro,22646
Brasil,Roubo de veículo,2017-01-01,janeiro,23571
Brasil,Roubo de veículo,2017-01-01,julho,22891
Brasil,Roubo de veículo,2017-01-01,junho,22425
Brasil,Roubo de veículo,2017-01-01,maio,24536
Brasil,Roubo de veículo,2017-01-01,março,25875
Brasil,Roubo de veículo,2017-01-01,novembro,22066
Brasil,Roubo de veículo,2017-01-01,outubro,22508
Brasil,Roubo de veículo,2017-01-01,setembro,21771
Brasil,Roubo de veículo,2018-01-01,abril,21807
Brasil,Roubo de veículo,2018-01-01,agosto,18951
Brasil,Roubo de veículo,2018-01-01,dezembro,18372
Brasil,Roubo de veículo,2018-01-01,fevereiro,21021
Brasil,Roubo de veículo,2018-01-01,janeiro,22826
Brasil,Roubo de veículo,2018-01-01,julho,19153
Brasil,Roubo de veículo,2018-01-01,junho,20396
Brasil,Roubo de veículo,2018-01-01,maio,21074
Brasil,Roubo de veículo,2018-01-01,março,23236
Brasil,Roubo de veículo,2018-01-01,novembro,19420
Brasil,Roubo de veículo,2018-01-01,outubro,20217
Brasil,Roubo de veículo,2018-01-01,setembro,18481
Brasil,Roubo de veículo,2019-01-01,abril,16573
Brasil,Roubo de veículo,2019-01-01,agosto,14932
Brasil,Roubo de veículo,2019-01-01,dezembro,15290
Brasil,Roubo de veículo,2019-01-01,fevereiro,15247
Brasil,Roubo de veículo,2019-01-01,janeiro,16617
Brasil,Roubo de veículo,2019-01-01,julho,15697
Brasil,Roubo de veículo,2019-01-01,junho,14795
Brasil,Roubo de veículo,2019-01-01,maio,16640
Brasil,Roubo de veículo,2019-01-01,março,16077
Brasil,Roubo de veículo,2019-01-01,novembro,14763
Brasil,Roubo de veículo,2019-01-01,outubro,14947
Brasil,Roubo de veículo,2019-01-01,setembro,13151
Brasil,Roubo de veículo,2020-01-01,abril,12180
Brasil,Roubo de veículo,2020-01-01,agosto,9271
Brasil,Roubo de veículo,2020-01-01,dezembro,12551
Brasil,Roubo de veículo,2020-01-01,fevereiro,15031
Brasil,Roubo de veículo,2020-01-01,janeiro,15545
Brasil,Roubo de veículo,2020-01-01,julho,10102
Brasil,Roubo de veículo,2020-01-01,junho,9465
Brasil,Roubo de veículo,2020-01-01,maio,10117
Brasil,Roubo de veículo,2020-01-01,março,14953
Brasil,Roubo de veículo,2020-01-01,novembro,10975
Brasil,Roubo de veículo,2020-01-01,outubro,10544
Brasil,Roubo de veículo,2020-01-01,setembro,9352
Brasil,Roubo de veículo,2021-01-01,abril,11169
Brasil,Roubo de veículo,2021-01-01,agosto,11254
Brasil,Roubo de veículo,2021-01-01,dezembro,11829
Brasil,Roubo de veículo,2021-01-01,fevereiro,10844
Brasil,Roubo de veículo,2021-01-01,janeiro,12248
Brasil,Roubo de veículo,2021-01-01,julho,11290
Brasil,Roubo de veículo,2021-01-01,junho,10833
Brasil,Roubo de veículo,2021-01-01,maio,11333
Brasil,Roubo de veículo,2021-01-01,março,11918
Brasil,Roubo de veículo,2021-01-01,novembro,11536
Brasil,Roubo de veículo,2021-01-01,outubro,11144
Brasil,Roubo de veículo,2021-01-01,setembro,11396
Brasil,Roubo de veículo,2022-01-01,abril,11185
Brasil,Roubo de veículo,2022-01-01,agosto,11268
Brasil,Roubo de veículo,2022-01-01,dezembro,13096
Brasil,Roubo de veículo,2022-01-01,fevereiro,10476
Brasil,Roubo de veículo,2022-01-01,janeiro,10953
Brasil,Roubo de veículo,2022-01-01,julho,11502
Brasil,Roubo de veículo,2022-01-01,junho,11102
