Região,Tipo Crime,Ano,Mês,Ocorrências
Nordeste,Roubo de veículo,2021-01-01,março,4147
Nordeste,Roubo de veículo,2021-01-01,novembro,4080
Nordeste,Roubo de veículo,2021-01-01,outubro,3641
Nordeste,Roubo de veículo,2021-01-01,setembro,3894
Nordeste,Roubo de veículo,2022-01-01,abril,3957
Nordeste,Roubo de veículo,2022-01-01,agosto,4005
Nordeste,Roubo de veículo,2022-01-01,dezembro,4235
Nordeste,Roubo de veículo,2022-01-01,fevereiro,3722
Nordeste,Roubo de veículo,2022-01-01,janeiro,3741
Nordeste,Roubo de veículo,2022-01-01,julho,4049
Nordeste,Roubo de veículo,2022-01-01,junho,3985
Nordeste,Roubo de veículo,2022-01-01,maio,3995
Nordeste,Roubo de veículo,2022-01-01,março,4346
Nordeste,Roubo de veículo,2022-01-01,novembro,4180
Nordeste,Roubo de veículo,2022-01-01,outubro,4013
Nordeste,Roubo de veículo,2022-01-01,setembro,3916
Sergipe,Furto de veículo,2022-01-01,janeiro,55
Sergipe,Roubo a instituição financeira,2022-01-01,janeiro,0
Sergipe,Roubo de carga,2022-01-01,janeiro,0
Sergipe,Roubo de veículo,2022-01-01,janeiro,230
Sergipe,Furto de veículo,2022-01-01,fevereiro,53
Sergipe,Roubo a instituição financeira,2022-01-01,fevereiro,0
Sergipe,Roubo de carga,2022-01-01,fevereiro,0
Sergipe,Roubo de veículo,2022-01-01,fevereiro,199
Sergipe,Furto de veículo,2022-01-01,março,69
Sergipe,Roubo a instituição financeira,2022-01-01,março,0
Sergipe,Roubo de carga,2022-01-01,março,0
Sergipe,Roubo de veículo,2022-01-01,março,177
Sergipe,Furto de veículo,2022-01-01,abril,62
Sergipe,Roubo a instituição financeira,2022-01-01,abril,0
Sergipe,Roubo de veículo,2022-01-01,abril,140
Sergipe,Furto de veículo,2022-01-01,maio,66
Sergipe,Roubo a instituição financeira,2022-01-01,maio,0
Sergipe,Roubo de carga,2022-01-01,maio,0
Sergipe,Roubo de veículo,2022-01-01,maio,117
Sergipe,Furto de veículo,2022-01-01,junho,97
Sergipe,Roubo de veículo,2022-01-01,junho,124
Sergipe,Furto de veículo,2022-01-01,julho,59
Sergipe,Roubo a instituição financeira,2022-01-01,julho,0
Sergipe,Roubo de veículo,2022-01-01,julho,128
Sergipe,Furto de veículo,2022-01-01,agosto,62
Sergipe,Roubo de veículo,2022-01-01,agosto,116
Sergipe,Furto de veículo,2022-01-01,setembro,64
Sergipe,Roubo a instituição financeira,2022-01-01,setembro,0
Sergipe,Roubo de carga,2022-01-01,setembro,0
Sergipe,Roubo de veículo,2022-01-01,setembro,112
Sergipe,Furto de veículo,2022-01-01,outubro,110
Sergipe,Roubo de veículo,2022-01-01,outubro,118
Sergipe,Furto de veículo,2022-01-01,novembro,104
Sergipe,Roubo a instituição financeira,2022-01-01,novembro,0
Sergipe,Roubo de carga,2022-01-01,novembro,0
Sergipe,Roubo de veículo,2022-01-01,novembro,100
Sergipe,Furto de veículo,2022-01-01,dezembro,85
Sergipe,Roubo a instituição financeira,2022-01-01,dezembro,0
Sergipe,Roubo de carga,2022-01-01,dezembro,0
Sergipe,Roubo de veículo,2022-01-01,dezembro,114
Sergipe,Furto de veículo,2021-01-01,janeiro,55
Sergipe,Roubo a instituição financeira,2021-01-01,janeiro,0
Sergipe,Roubo de carga,2021-01-01,janeiro,0
Sergipe,Roubo de veículo,2021-01-01,janeiro,206
Sergipe,Furto de veículo,2021-01-01,fevereiro,47
Sergipe,Roubo a instituição financeira,2021-01-01,fevereiro,0
Sergipe,Roubo de carga,2021-01-01,fevereiro,0
Sergipe,Roubo de veículo,2021-01-01,fevereiro,165
Sergipe,Furto de veículo,2021-01-01,março,44
Sergipe,Roubo a instituição financeira,2021-01-01,março,0
Sergipe,Roubo de carga,2021-01-01,março,0
Sergipe,Roubo de veículo,2021-01-01,março,233
Sergipe,Furto de veículo,2021-01-01,abril,38
Sergipe,Roubo a instituição financeira,2021-01-01,abril,0
Sergipe,Roubo de carga,2021-01-01,abril,0
Sergipe,Roubo de veículo,2021-01-01,abril,206
Sergipe,Furto de veículo,2021-01-01,maio,43
Sergipe,Roubo a instituição financeira,2021-01-01,maio,0
Sergipe,Roubo de carga,2021-01-01,maio,0
Sergipe,Roubo de veículo,2021-01-01,maio,209
Sergipe,Furto de veículo,2021-01-01,junho,51
Sergipe,Roubo a instituição financeira,2021-01-01,junho,0
Sergipe,Roubo de carga,2021-01-01,junho,0
Sergipe,Roubo de veículo,2021-01-01,junho,216
Sergipe,Furto de veículo,2021-01-01,julho,57
Sergipe,Roubo a instituição financeira,2021-01-01,julho,0
Sergipe,Roubo de carga,2021-01-01,julho,0
Sergipe,Roubo de veículo,2021-01-01,julho,219
Sergipe,Furto de veículo,2021-01-01,agosto,57
Sergipe,Roubo a instituição financeira,2021-01-01,agosto,0
Sergipe,Roubo de carga,2021-01-01,agosto,0
Sergipe,Roubo de veículo,2021-01-01,agosto,199
Sergipe,Furto de veículo,2021-01-01,setembro,64
Sergipe,Roubo a instituição financeira,2021-01-01,setembro,0
Sergipe,Roubo de carga,2021-01-01,setembro,0
Sergipe,Roubo de veículo,2021-01-01,setembro,159
Sergipe,Furto de veículo,2021-01-01,outubro,62
Sergipe,Roubo a instituição financeira,2021-01-01,outubro,0
Sergipe,Roubo de carga,2021-01-01,outubro,0
Sergipe,Roubo de veículo,2021-01-01,outubro,169
Sergipe,Furto de veículo,2021-01-01,novembro,42
Sergipe,Roubo a instituição financeira,2021-01-01,novembro,0
Sergipe,Roubo de carga,2021-01-01,novembro,0
Sergipe,Roubo de veículo,2021-01-01,novembro,208
Sergipe,Furto de veículo,2021-01-01,dezembro,46
Sergipe,Roubo a instituição financeira,2021-01-01,dezembro,0
Sergipe,Roubo de carga,2021-01-01,dezembro,0
Sergipe,Roubo de veículo,2021-01-01,dezembro,223
Sergipe,Furto de veículo,2020-01-01,janeiro,124
Sergipe,Roubo a instituição financeira,2020-01-01,janeiro,0
Sergipe,Roubo de carga,2020-01-01,janeiro,0
Sergipe,Roubo de veículo,2020-01-01,janeiro,297
Sergipe,Furto de veículo,2020-01-01,fevereiro,81
Sergipe,Roubo a instituição financeira,2020-01-01,fevereiro,2
Sergipe,Roubo de carga,2020-01-01,fevereiro,0
Sergipe,Roubo de veículo,2020-01-01,fevereiro,265
Sergipe,Furto de veículo,2020-01-01,março,80
Sergipe,Roubo a instituição financeira,2020-01-01,março,0
Sergipe,Roubo de carga,2020-01-01,março,0
Sergipe,Roubo de veículo,2020-01-01,março,292
Sergipe,Furto de veículo,2020-01-01,abril,42
Sergipe,Roubo a instituição financeira,2020-01-01,abril,0
Sergipe,Roubo de carga,2020-01-01,abril,0
Sergipe,Roubo de veículo,2020-01-01,abril,224
Sergipe,Furto de veículo,2020-01-01,maio,39
Sergipe,Roubo a instituição financeira,2020-01-01,maio,0
Sergipe,Roubo de carga,2020-01-01,maio,0
Sergipe,Roubo de veículo,2020-01-01,maio,156
Sergipe,Furto de veículo,2020-01-01,junho,44
Sergipe,Roubo a instituição financeira,2020-01-01,junho,0
Sergipe,Roubo de carga,2020-01-01,junho,0
Sergipe,Roubo de veículo,2020-01-01,junho,158
Sergipe,Furto de veículo,2020-01-01,julho,71
Sergipe,Roubo a instituição financeira,2020-01-01,julho,0
Sergipe,Roubo de carga,2020-01-01,julho,0
Sergipe,Roubo de veículo,2020-01-01,julho,220
Sergipe,Furto de veículo,2020-01-01,agosto,61
Sergipe,Roubo a instituição financeira,2020-01-01,agosto,0
Sergipe,Roubo de carga,2020-01-01,agosto,0
Sergipe,Roubo de veículo,2020-01-01,agosto,182
Sergipe,Furto de veículo,2020-01-01,setembro,66
Sergipe,Roubo a instituição financeira,2020-01-01,setembro,0
Sergipe,Roubo de carga,2020-01-01,setembro,0
Sergipe,Roubo de veículo,2020-01-01,setembro,179
Sergipe,Furto de veículo,2020-01-01,outubro,50
Sergipe,Roubo a instituição financeira,2020-01-01,outubro,0
Sergipe,Roubo de carga,2020-01-01,outubro,0
Sergipe,Roubo de veículo,2020-01-01,outubro,200
Sergipe,Furto de veículo,2020-01-01,novembro,67
Sergipe,Roubo a instituição financeira,2020-01-01,novembro,0
Sergipe,Roubo de carga,2020-01-01,novembro,0
Sergipe,Roubo de veículo,2020-01-01,novembro,147
Sergipe,Furto de veículo,2020-01-01,dezembro,63
Sergipe,Roubo a instituição financeira,2020-01-01,dezembro,0
Sergipe,Roubo de carga,2020-01-01,dezembro,0
Sergipe,Roubo de veículo,2020-01-01,dezembro,204
Sergipe,Furto de veículo,2019-01-01,janeiro,49
Sergipe,Roubo a instituição financeira,2019-01-01,janeiro,0
Sergipe,Roubo de carga,2019-01-01,janeiro,1
Sergipe,Roubo de veículo,2019-01-01,janeiro,223
Sergipe,Furto de veículo,2019-01-01,fevereiro,60
Sergipe,Roubo a instituição financeira,2019-01-01,fevereiro,1
Sergipe,Roubo de carga,2019-01-01,fevereiro,0
Sergipe,Roubo de veículo,2019-01-01,fevereiro,171
Sergipe,Furto de veículo,2019-01-01,março,83
Sergipe,Roubo a instituição financeira,2019-01-01,março,1
Sergipe,Roubo de veículo,2019-01-01,março,167
Sergipe,Furto de veículo,2019-01-01,abril,72
Sergipe,Roubo a instituição financeira,2019-01-01,abril,1
Sergipe,Roubo de carga,2019-01-01,abril,1
Sergipe,Roubo de veículo,2019-01-01,abril,163
Sergipe,Furto de veículo,2019-01-01,maio,51
Sergipe,Roubo a instituição financeira,2019-01-01,maio,2
Sergipe,Roubo de carga,2019-01-01,maio,1
Sergipe,Roubo de veículo,2019-01-01,maio,155
Sergipe,Furto de veículo,2019-01-01,junho,70
Sergipe,Roubo a instituição financeira,2019-01-01,junho,1
Sergipe,Roubo de carga,2019-01-01,junho,0
Sergipe,Roubo de veículo,2019-01-01,junho,126
Sergipe,Furto de veículo,2019-01-01,julho,53
Sergipe,Roubo a instituição financeira,2019-01-01,julho,0
Sergipe,Roubo de carga,2019-01-01,julho,3
Sergipe,Roubo de veículo,2019-01-01,julho,124
Sergipe,Furto de veículo,2019-01-01,agosto,82
Sergipe,Roubo a instituição financeira,2019-01-01,agosto,1
Sergipe,Roubo de carga,2019-01-01,agosto,0
Sergipe,Roubo de veículo,2019-01-01,agosto,126
Sergipe,Furto de veículo,2019-01-01,setembro,194
Sergipe,Roubo a instituição financeira,2019-01-01,setembro,0
Sergipe,Roubo de carga,2019-01-01,setembro,0
Sergipe,Roubo de veículo,2019-01-01,setembro,189
Sergipe,Furto de veículo,2019-01-01,outubro,90
Sergipe,Roubo a instituição financeira,2019-01-01,outubro,0
Sergipe,Roubo de carga,2019-01-01,outubro,1
Sergipe,Roubo de veículo,2019-01-01,outubro,183
Sergipe,Furto de veículo,2019-01-01,novembro,87
Sergipe,Roubo a instituição financeira,2019-01-01,novembro,0
Sergipe,Roubo de carga,2019-01-01,novembro,0
Sergipe,Roubo de veículo,2019-01-01,novembro,238
Sergipe,Furto de veículo,2019-01-01,dezembro,77
Sergipe,Roubo a instituição financeira,2019-01-01,dezembro,0
Sergipe,Roubo de carga,2019-01-01,dezembro,0
Sergipe,Roubo de veículo,2019-01-01,dezembro,229
Sergipe,Furto de veículo,2018-01-01,janeiro,75
Sergipe,Roubo a instituição financeira,2018-01-01,janeiro,0
Sergipe,Roubo de carga,2018-01-01,janeiro,0
Sergipe,Roubo de veículo,2018-01-01,janeiro,224
Sergipe,Furto de veículo,2018-01-01,fevereiro,75
Sergipe,Roubo a instituição financeira,2018-01-01,fevereiro,0
Sergipe,Roubo de carga,2018-01-01,fevereiro,0
Sergipe,Roubo de veículo,2018-01-01,fevereiro,267
Sergipe,Furto de veículo,2018-01-01,março,69
Sergipe,Roubo a instituição financeira,2018-01-01,março,0
Sergipe,Roubo de carga,2018-01-01,março,0
Sergipe,Roubo de veículo,2018-01-01,março,263
Sergipe,Furto de veículo,2018-01-01,abril,65
Sergipe,Roubo a instituição financeira,2018-01-01,abril,0
Sergipe,Roubo de carga,2018-01-01,abril,0
Sergipe,Roubo de veículo,2018-01-01,abril,285
Sergipe,Furto de veículo,2018-01-01,maio,75
Sergipe,Roubo a instituição financeira,2018-01-01,maio,0
Sergipe,Roubo de carga,2018-01-01,maio,0
Sergipe,Roubo de veículo,2018-01-01,maio,201
Sergipe,Furto de veículo,2018-01-01,junho,63
Sergipe,Roubo a instituição financeira,2018-01-01,junho,0
Sergipe,Roubo de carga,2018-01-01,junho,0
Sergipe,Roubo de veículo,2018-01-01,junho,187
Sergipe,Furto de veículo,2018-01-01,julho,70
Sergipe,Roubo a instituição financeira,2018-01-01,julho,0
Sergipe,Roubo de carga,2018-01-01,julho,0
Sergipe,Roubo de veículo,2018-01-01,julho,219
Sergipe,Furto de veículo,2018-01-01,agosto,52
Sergipe,Roubo a instituição financeira,2018-01-01,agosto,0
Sergipe,Roubo de carga,2018-01-01,agosto,0
Sergipe,Roubo de veículo,2018-01-01,agosto,201
Sergipe,Furto de veículo,2018-01-01,setembro,65
Sergipe,Roubo a instituição financeira,2018-01-01,setembro,0
Sergipe,Roubo de carga,2018-01-01,setembro,0
Sergipe,Roubo de veículo,2018-01-01,setembro,186
Sergipe,Furto de veículo,2018-01-01,outubro,73
Sergipe,Roubo a instituição financeira,2018-01-01,outubro,0
Sergipe,Roubo de carga,2018-01-01,outubro,1
Sergipe,Roubo de veículo,2018-01-01,outubro,229
Sergipe,Furto de veículo,2018-01-01,novembro,58
Sergipe,Roubo a instituição financeira,2018-01-01,novembro,0
Sergipe,Roubo de carga,2018-01-01,novembro,0
Sergipe,Roubo de veículo,2018-01-01,novembro,222
Sergipe,Furto de veículo,2018-01-01,dezembro,36
Sergipe,Roubo a instituição financeira,2018-01-01,dezembro,0
Sergipe,Roubo de carga,2018-01-01,dezembro,0
Sergipe,Roubo de veículo,2018-01-01,dezembro,155
Sergipe,Furto de veículo,2017-01-01,janeiro,97
Sergipe,Roubo a instituição financeira,2017-01-01,janeiro,1
Sergipe,Roubo de carga,2017-01-01,janeiro,0
Sergipe,Roubo de veículo,2017-01-01,janeiro,264
Sergipe,Furto de veículo,2017-01-01,fevereiro,76
Sergipe,Roubo a instituição financeira,2017-01-01,fevereiro,0
Sergipe,Roubo de carga,2017-01-01,fevereiro,4
Sergipe,Roubo de veículo,2017-01-01,fevereiro,214
Sergipe,Furto de veículo,2017-01-01,março,67
Sergipe,Roubo a instituição financeira,2017-01-01,março,1
Sergipe,Roubo de carga,2017-01-01,março,1
Sergipe,Roubo de veículo,2017-01-01,março,221
Sergipe,Furto de veículo,2017-01-01,abril,66
Sergipe,Roubo a instituição financeira,2017-01-01,abril,0
Sergipe,Roubo de carga,2017-01-01,abril,2
Sergipe,Roubo de veículo,2017-01-01,abril,214
Sergipe,Furto de veículo,2017-01-01,maio,89
Sergipe,Roubo a instituição financeira,2017-01-01,maio,0
Sergipe,Roubo de carga,2017-01-01,maio,2
Sergipe,Roubo de veículo,2017-01-01,maio,218
Sergipe,Furto de veículo,2017-01-01,junho,91
Sergipe,Roubo a instituição financeira,2017-01-01,junho,1
Sergipe,Roubo de carga,2017-01-01,junho,1
Sergipe,Roubo de veículo,2017-01-01,junho,209
Sergipe,Furto de veículo,2017-01-01,julho,72
Sergipe,Roubo a instituição financeira,2017-01-01,julho,1
Sergipe,Roubo de carga,2017-01-01,julho,0
Sergipe,Roubo de veículo,2017-01-01,julho,223
Sergipe,Furto de veículo,2017-01-01,agosto,75
Sergipe,Roubo a instituição financeira,2017-01-01,agosto,0
Sergipe,Roubo de carga,2017-01-01,agosto,2
Sergipe,Roubo de veículo,2017-01-01,agosto,221
Sergipe,Furto de veículo,2017-01-01,setembro,65
Sergipe,Roubo a instituição financeira,2017-01-01,setembro,1
Sergipe,Roubo de carga,2017-01-01,setembro,1
Sergipe,Roubo de veículo,2017-01-01,setembro,243
Sergipe,Furto de veículo,2017-01-01,outubro,67
Sergipe,Roubo a instituição financeira,2017-01-01,outubro,0
Sergipe,Roubo de carga,2017-01-01,outubro,2
Sergipe,Roubo de veículo,2017-01-01,outubro,277
Sergipe,Furto de veículo,2017-01-01,novembro,74
Sergipe,Roubo a instituição financeira,2017-01-01,novembro,3
Sergipe,Roubo de carga,2017-01-01,novembro,0
Sergipe,Roubo de veículo,2017-01-01,novembro,252
Sergipe,Furto de veículo,2017-01-01,dezembro,47
Sergipe,Roubo a instituição financeira,2017-01-01,dezembro,0
Sergipe,Roubo de carga,2017-01-01,dezembro,0
Sergipe,Roubo de veículo,2017-01-01,dezembro,259
Sergipe,Furto de veículo,2016-01-01,janeiro,83
Sergipe,Roubo a instituição financeira,2016-01-01,janeiro,2
Sergipe,Roubo de carga,2016-01-01,janeiro,3
Sergipe,Roubo de veículo,2016-01-01,janeiro,185
Sergipe,Furto de veículo,2016-01-01,fevereiro,85
Sergipe,Roubo a instituição financeira,2016-01-01,fevereiro,0
Sergipe,Roubo de carga,2016-01-01,fevereiro,6
Sergipe,Roubo de veículo,2016-01-01,fevereiro,175
Sergipe,Furto de veículo,2016-01-01,março,76
Sergipe,Roubo a instituição financeira,2016-01-01,março,2
Sergipe,Roubo de carga,2016-01-01,março,4
Sergipe,Roubo de veículo,2016-01-01,março,163
Sergipe,Furto de veículo,2016-01-01,abril,68
Sergipe,Roubo a instituição financeira,2016-01-01,abril,1
Sergipe,Roubo de carga,2016-01-01,abril,4
Sergipe,Roubo de veículo,2016-01-01,abril,182
Sergipe,Furto de veículo,2016-01-01,maio,86
Sergipe,Roubo a instituição financeira,2016-01-01,maio,0
Sergipe,Roubo de carga,2016-01-01,maio,9
Sergipe,Roubo de veículo,2016-01-01,maio,245
Sergipe,Furto de veículo,2016-01-01,junho,80
Sergipe,Roubo a instituição financeira,2016-01-01,junho,0
Sergipe,Roubo de carga,2016-01-01,junho,1
Sergipe,Roubo de veículo,2016-01-01,junho,240
Sergipe,Furto de veículo,2016-01-01,julho,95
Sergipe,Roubo a instituição financeira,2016-01-01,julho,0
Sergipe,Roubo de carga,2016-01-01,julho,0
Sergipe,Roubo de veículo,2016-01-01,julho,226
Sergipe,Furto de veículo,2016-01-01,agosto,76
Sergipe,Roubo a instituição financeira,2016-01-01,agosto,0
Sergipe,Roubo de carga,2016-01-01,agosto,4
Sergipe,Roubo de veículo,2016-01-01,agosto,226
Sergipe,Furto de veículo,2016-01-01,setembro,98
Sergipe,Roubo a instituição financeira,2016-01-01,setembro,0
Sergipe,Roubo de carga,2016-01-01,setembro,3
Sergipe,Roubo de veículo,2016-01-01,setembro,279
Sergipe,Furto de veículo,2016-01-01,outubro,104
Sergipe,Roubo a instituição financeira,2016-01-01,outubro,0
Sergipe,Roubo de carga,2016-01-01,outubro,3
Sergipe,Roubo de veículo,2016-01-01,outubro,282
Sergipe,Furto de veículo,2016-01-01,novembro,90
Sergipe,Roubo a instituição financeira,2016-01-01,novembro,0
Sergipe,Roubo de carga,2016-01-01,novembro,4
Sergipe,Roubo de veículo,2016-01-01,novembro,245
Sergipe,Furto de veículo,2016-01-01,dezembro,86
Sergipe,Roubo a instituição financeira,2016-01-01,dezembro,0
Sergipe,Roubo de carga,2016-01-01,dezembro,0
Sergipe,Roubo de veículo,2016-01-01,dezembro,229
Sergipe,Furto de veículo,2015-01-01,janeiro,58
Sergipe,Roubo a instituição financeira,2015-01-01,janeiro,5
Sergipe,Roubo de carga,2015-01-01,janeiro,5
Sergipe,Roubo de veículo,2015-01-01,janeiro,191
Sergipe,Furto de veículo,2015-01-01,fevereiro,50
Sergipe,Roubo a instituição financeira,2015-01-01,fevereiro,0
Sergipe,Roubo de carga,2015-01-01,fevereiro,6
Sergipe,Roubo de veículo,2015-01-01,fevereiro,132
Sergipe,Furto de veículo,2015-01-01,março,52
Sergipe,Roubo a instituição financeira,2015-01-01,março,2
Sergipe,Roubo de carga,2015-01-01,março,7
Sergipe,Roubo de veículo,2015-01-01,março,100
Sergipe,Furto de veículo,2015-01-01,abril,45
Sergipe,Roubo a instituição financeira,2015-01-01,abril,1
Sergipe,Roubo de carga,2015-01-01,abril,2
Sergipe,Roubo de veículo,2015-01-01,abril,114
Sergipe,Furto de veículo,2015-01-01,maio,45
Sergipe,Roubo a instituição financeira,2015-01-01,maio,3
Sergipe,Roubo de carga,2015-01-01,maio,4
Sergipe,Roubo de veículo,2015-01-01,maio,144
Sergipe,Furto de veículo,2015-01-01,junho,59
Sergipe,Roubo a instituição financeira,2015-01-01,junho,2
Sergipe,Roubo de carga,2015-01-01,junho,0
Sergipe,Roubo de veículo,2015-01-01,junho,104
Sergipe,Furto de veículo,2015-01-01,julho,69
Sergipe,Roubo a instituição financeira,2015-01-01,julho,2
Sergipe,Roubo de carga,2015-01-01,julho,7
Sergipe,Roubo de veículo,2015-01-01,julho,140
Sergipe,Furto de veículo,2015-01-01,agosto,61
Sergipe,Roubo a instituição financeira,2015-01-01,agosto,2
Sergipe,Roubo de carga,2015-01-01,agosto,6
Sergipe,Roubo de veículo,2015-01-01,agosto,138
Sergipe,Furto de veículo,2015-01-01,setembro,55
Sergipe,Roubo a instituição financeira,2015-01-01,setembro,4
Sergipe,Roubo de carga,2015-01-01,setembro,2
Sergipe,Roubo de veículo,2015-01-01,setembro,152
Sergipe,Furto de veículo,2015-01-01,outubro,42
Sergipe,Roubo a instituição financeira,2015-01-01,outubro,1
Sergipe,Roubo de carga,2015-01-01,outubro,6
Sergipe,Roubo de veículo,2015-01-01,outubro,163
Sergipe,Furto de veículo,2015-01-01,novembro,49
Sergipe,Roubo a instituição financeira,2015-01-01,novembro,7
Sergipe,Roubo de carga,2015-01-01,novembro,2
Sergipe,Roubo de veículo,2015-01-01,novembro,158
Sergipe,Furto de veículo,2015-01-01,dezembro,68
Sergipe,Roubo a instituição financeira,2015-01-01,dezembro,1
Sergipe,Roubo de carga,2015-01-01,dezembro,4
Sergipe,Roubo de veículo,2015-01-01,dezembro,192
